x averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
10 100 10 1.05 0.05 3.81 0.19 2.84 2.72 3.81 3.81 7.39 -0.00 7.32 1.90 0.11 3.86 4.51 0.29 -4.54 12.70 12.70 -4.54 2.27 0.19 0.05 0.00 4947.63
11 100 10 1.10 0.05 4.14 0.33 2.95 2.84 4.14 4.14 7.42 0.03 7.33 -2.44 -4.34 6.41 4.36 2.55 -4.54 12.70 12.70 -4.54 2.48 0.21 -0.06 -0.11 5372.54
12 100 10 1.15 0.05 4.34 0.21 3.07 2.95 4.34 4.34 7.53 0.11 7.35 -1.79 0.65 4.15 5.23 -2.26 -4.54 12.70 12.70 -4.54 2.70 0.22 -0.04 0.02 5642.38
13 100 10 1.20 0.05 4.60 0.25 3.19 3.07 4.60 4.60 7.46 -0.07 7.35 -1.56 0.23 5.06 4.79 0.90 -4.54 12.70 12.70 -4.54 2.93 0.23 -0.04 0.01 5970.79
14 100 10 1.25 0.05 4.73 0.14 3.30 3.18 4.73 4.73 7.54 0.08 7.37 -2.02 -0.46 2.73 4.66 -2.33 -4.54 12.70 12.70 -4.54 3.17 0.24 -0.05 -0.01 6151.45
15 100 10 1.30 0.05 5.06 0.32 3.42 3.30 5.06 5.06 7.50 -0.04 7.38 -2.04 -0.03 6.58 4.05 3.85 -4.54 12.70 12.70 -4.54 3.42 0.25 -0.05 -0.00 6570.45
16 100 10 1.35 0.05 5.26 0.20 3.53 3.41 5.26 5.26 7.52 0.02 7.39 -1.40 0.64 4.01 4.70 -2.58 -4.54 12.70 12.70 -4.54 3.68 0.26 -0.04 0.02 6830.64
17 100 10 1.40 0.05 5.50 0.24 3.65 3.53 5.50 5.50 7.54 0.02 7.39 -1.20 0.20 4.66 4.48 0.66 -4.54 12.70 12.70 -4.54 3.96 0.28 -0.03 0.00 7139.57
18 100 10 1.45 0.05 5.71 0.22 3.76 3.64 5.71 5.71 7.48 -0.05 7.40 -2.36 -1.16 4.25 4.53 -0.41 -4.54 12.70 12.70 -4.54 4.25 0.29 -0.06 -0.03 7421.50
19 100 10 1.50 0.05 5.98 0.27 3.88 3.76 5.98 5.98 7.40 -0.08 7.40 -0.81 1.56 5.63 4.73 1.37 -4.54 12.70 12.70 -4.54 4.54 0.29 -0.02 0.04 7772.47
20 100 10 1.55 0.05 6.19 0.21 3.99 3.88 6.19 6.19 7.28 -0.13 7.39 -0.78 0.03 4.04 4.75 -1.58 -4.54 12.70 12.70 -4.54 4.86 0.32 -0.02 0.00 8040.36
21 100 10 1.60 0.05 6.40 0.21 4.11 3.99 6.40 6.40 7.07 -0.20 7.38 -1.89 -1.11 4.22 4.53 0.18 -4.54 12.70 12.70 -4.54 5.17 0.31 -0.05 -0.03 8309.09
22 100 10 1.65 0.05 6.67 0.27 4.22 4.11 6.67 6.67 6.70 -0.37 7.35 -2.47 -0.58 5.13 4.63 0.91 -4.54 12.70 12.70 -4.54 5.52 0.35 -0.06 -0.01 8662.51
23 100 10 1.70 0.05 6.81 0.14 4.34 4.22 6.81 6.81 6.48 -0.22 7.31 -0.75 1.72 2.78 4.40 -2.35 -4.54 12.70 12.70 -4.54 5.87 0.35 -0.02 0.04 8846.90
24 100 10 1.75 0.05 6.50 -0.31 4.43 4.31 6.81 6.81 6.28 -0.20 7.27 -3.68 -2.93 -6.67 3.46 -9.45 -6.67 12.70 12.70 -6.67 6.18 0.31 -0.09 -0.07 8439.48
25 100 10 1.80 0.05 6.41 -0.09 4.51 4.39 6.81 6.81 6.07 -0.20 7.22 -4.27 -0.60 -1.78 2.63 4.89 -6.67 12.70 12.70 -6.67 6.49 0.31 -0.11 -0.01 8326.18
26 100 10 1.85 0.05 6.14 -0.27 4.57 4.46 6.81 6.81 6.00 -0.08 7.17 -4.99 -0.72 -5.26 1.70 -3.48 -6.67 12.70 12.70 -6.67 6.81 0.32 -0.12 -0.02 7970.78
27 100 10 1.90 0.05 6.04 -0.09 4.62 4.51 6.81 6.81 5.92 -0.08 7.13 -5.09 -0.09 -1.86 1.05 3.40 -6.67 12.70 12.70 -6.67 7.11 0.30 -0.13 -0.00 7849.93
28 100 10 1.95 0.05 5.93 -0.11 4.67 4.56 6.81 6.81 5.53 -0.38 7.07 -3.86 1.23 -2.31 0.39 -0.45 -6.67 12.70 12.70 -6.67 7.40 0.29 -0.10 0.03 7702.93
29 100 10 2.00 0.05 5.66 -0.27 4.70 4.60 6.81 6.81 4.90 -0.64 6.99 -2.24 1.62 -5.39 -0.71 -3.08 -6.67 12.70 12.70 -6.67 7.68 0.28 -0.06 0.04 7352.85
30 100 10 2.05 0.05 5.59 -0.07 4.73 4.63 6.81 6.81 4.92 0.02 6.92 -5.95 -3.71 -1.36 -1.25 4.03 -6.67 12.70 12.70 -6.67 7.96 0.28 -0.15 -0.09 7264.49
31 100 10 2.10 0.05 5.25 -0.34 4.75 4.65 6.81 6.81 5.38 0.47 6.87 -8.85 -2.90 -6.67 -2.34 -5.31 -6.67 12.70 12.70 -6.67 8.23 0.27 -0.22 -0.07 6822.66
32 100 10 2.15 0.05 5.36 0.11 4.77 4.67 6.81 6.81 5.45 0.07 6.83 -10.70 -1.85 2.31 -2.62 8.98 -6.67 12.70 12.70 -6.67 8.48 0.25 -0.27 -0.05 6963.54
33 100 10 2.20 0.05 5.59 0.23 4.79 4.70 6.81 6.81 5.40 -0.05 6.79 -8.84 1.86 4.48 -2.45 2.17 -6.67 12.70 12.70 -6.67 8.77 0.28 -0.22 0.05 7260.34
34 100 10 2.25 0.05 5.44 -0.15 4.81 4.72 6.81 6.81 4.53 -0.87 6.72 -1.43 7.41 -2.85 -2.07 -7.33 -6.67 12.70 12.70 -6.67 9.05 0.28 -0.04 0.19 7067.73
35 100 10 2.30 0.05 5.26 -0.18 4.83 4.73 6.81 6.81 4.10 -0.43 6.65 1.05 2.48 -3.81 -2.27 -0.96 -6.67 12.70 12.70 -6.67 9.30 0.25 0.03 0.06 6830.34
36 100 10 2.35 0.05 4.67 -0.58 4.82 4.73 6.81 6.81 4.40 0.30 6.58 -16.08 -17.13 -11.65 -2.91 -7.84 -11.65 12.70 12.70 -11.65 9.54 0.23 -0.40 -0.43 6073.75
37 100 10 2.40 0.05 4.93 0.25 4.82 4.74 6.81 6.81 4.76 0.36 6.53 -22.06 -5.98 5.07 -2.22 16.72 -11.65 12.70 12.70 -11.65 9.78 0.25 -0.55 -0.15 6403.19
38 100 10 2.45 0.05 4.90 -0.03 4.83 4.74 6.81 6.81 5.25 0.50 6.50 -24.05 -1.99 -0.53 -2.04 -5.60 -11.65 12.70 12.70 -11.65 10.03 0.25 -0.60 -0.05 6368.75
39 100 10 2.50 0.05 5.32 0.42 4.84 4.76 6.81 6.81 5.52 0.26 6.47 -24.09 -0.05 8.39 -0.66 8.92 -11.65 12.70 12.70 -11.65 10.29 0.27 -0.60 -0.00 6913.78
40 100 10 2.55 0.05 5.54 0.21 4.86 4.78 6.81 6.81 5.34 -0.17 6.45 -20.01 4.08 3.98 -0.13 -4.41 -11.65 12.70 12.70 -11.65 10.59 0.30 -0.50 0.10 7192.82
41 100 10 2.60 0.05 5.52 -0.01 4.87 4.79 6.81 6.81 4.35 -0.99 6.40 -7.24 12.77 -0.26 0.51 -4.23 -11.65 12.70 12.70 -11.65 10.86 0.27 -0.18 0.32 7176.89
42 100 10 2.65 0.05 4.93 -0.59 4.87 4.80 6.81 6.81 4.23 -0.13 6.34 -9.22 -1.98 -11.37 -0.85 -11.11 -11.65 12.70 12.70 -11.65 11.12 0.26 -0.23 -0.05 6408.80
43 100 10 2.70 0.05 4.85 -0.08 4.87 4.80 6.81 6.81 4.89 0.66 6.31 -16.85 -7.63 -1.69 -1.47 9.68 -11.65 12.70 12.70 -11.65 11.34 0.23 -0.42 -0.19 6305.62
44 100 10 2.75 0.05 4.97 0.12 4.88 4.80 6.81 6.81 6.38 1.49 6.31 -21.49 -4.64 2.27 -0.96 3.96 -11.65 12.70 12.70 -11.65 11.60 0.25 -0.54 -0.12 6456.07
45 100 10 2.80 0.05 5.36 0.39 4.89 4.81 6.81 6.81 5.97 -0.41 6.30 -18.87 2.62 8.16 0.24 5.89 -11.65 12.70 12.70 -11.65 11.85 0.26 -0.47 0.07 6964.87
46 100 10 2.85 0.05 5.52 0.16 4.90 4.83 6.81 6.81 4.54 -1.44 6.27 -14.33 4.54 3.09 1.71 -5.07 -11.65 12.70 12.70 -11.65 12.14 0.29 -0.36 0.11 7173.35
47 100 10 2.90 0.05 5.44 -0.08 4.91 4.84 6.81 6.81 4.07 -0.46 6.22 -2.57 11.77 -1.71 1.03 -4.80 -11.65 12.70 12.70 -11.65 12.41 0.27 -0.06 0.29 7064.44
48 100 10 2.95 0.05 5.23 -0.21 4.92 4.85 6.81 6.81 4.20 0.12 6.18 -8.21 -5.65 -4.26 0.66 -2.55 -11.65 12.70 12.70 -11.65 12.66 0.26 -0.21 -0.14 6793.39
49 100 10 3.00 0.05 5.06 -0.17 4.92 4.85 6.81 6.81 4.82 0.63 6.15 -14.49 -6.28 -3.01 -0.48 1.25 -11.65 12.70 12.70 -11.65 12.94 0.28 -0.36 -0.16 6578.34
50 100 10 3.05 0.05 4.88 -0.18 4.92 4.85 6.81 6.81 5.69 0.86 6.14 -15.29 -0.79 -3.74 -1.25 -0.74 -11.65 12.70 12.70 -11.65 13.18 0.23 -0.38 -0.02 6344.80
51 100 10 3.12 0.07 5.05 0.16 4.92 4.86 6.81 6.81 7.35 1.66 6.16 -13.83 1.45 2.50 -0.98 6.24 -11.65 12.70 12.70 -11.65 13.51 0.33 -0.35 0.04 6558.80
52 100 10 3.15 0.04 5.48 0.43 4.93 4.87 6.81 6.81 10.83 3.49 6.25 -11.85 1.99 11.87 1.35 9.37 -11.65 12.70 12.70 -11.65 13.71 0.20 -0.30 0.05 7113.98
53 100 10 3.20 0.05 5.49 0.01 4.94 4.88 6.81 6.81 10.54 -0.29 6.33 -5.64 6.21 0.31 1.55 -11.56 -11.65 12.70 12.70 -11.65 13.97 0.26 -0.14 0.16 7133.16
54 100 10 3.25 0.05 5.80 0.31 4.96 4.90 6.81 6.81 8.08 -2.46 6.37 -1.21 4.43 6.31 1.95 6.00 -11.65 12.70 12.70 -11.65 14.25 0.28 -0.03 0.11 7534.90
55 100 10 3.30 0.05 6.13 0.33 4.98 4.92 6.81 6.81 8.23 0.15 6.40 -0.95 0.25 6.68 1.80 0.37 -11.65 12.70 12.70 -11.65 14.55 0.30 -0.02 0.01 7960.18
56 100 10 3.35 0.05 6.46 0.33 5.01 4.95 6.81 6.81 8.29 0.05 6.43 -4.23 -3.28 6.41 2.14 -0.27 -11.65 12.70 12.70 -11.65 14.89 0.34 -0.11 -0.08 8393.24
57 100 10 3.40 0.05 6.58 0.12 5.04 4.98 6.81 6.81 8.16 -0.13 6.46 -2.08 2.15 2.50 2.56 -3.91 -11.65 12.70 12.70 -11.65 15.20 0.32 -0.05 0.05 8548.88
58 100 10 3.45 0.05 6.81 0.23 5.07 5.01 6.81 6.81 8.21 0.05 6.49 1.03 3.11 4.52 3.43 2.03 -11.65 12.70 12.70 -11.65 15.55 0.35 0.03 0.08 8848.56
59 100 10 3.50 0.05 6.98 0.17 5.10 5.04 6.98 6.98 8.19 -0.02 6.52 0.79 -0.23 3.51 4.09 -1.01 -11.65 12.70 12.70 -11.65 15.89 0.34 0.02 -0.01 9071.93
60 100 10 3.55 0.05 7.28 0.30 5.13 5.08 7.28 7.28 8.24 0.06 6.55 0.01 -0.79 5.73 5.03 2.22 -11.65 12.70 12.70 -11.65 16.27 0.38 0.00 -0.02 9458.76
61 100 10 3.60 0.05 7.50 0.22 5.17 5.12 7.50 7.50 8.21 -0.04 6.58 0.01 0.00 4.56 5.24 -1.16 -11.65 12.70 12.70 -11.65 16.63 0.36 0.00 0.00 9743.34
62 100 10 3.65 0.05 7.68 0.18 5.21 5.16 7.68 7.68 8.22 0.01 6.61 2.09 2.08 3.55 4.41 -1.02 -11.65 12.70 12.70 -11.65 17.01 0.38 0.05 0.05 9973.78
63 100 10 3.70 0.05 8.01 0.34 5.26 5.20 8.01 8.01 8.23 0.01 6.63 -0.71 -2.80 6.61 5.04 3.06 -11.65 12.70 12.70 -11.65 17.42 0.41 -0.02 -0.07 10411.67
64 100 10 3.75 0.05 8.35 0.34 5.31 5.25 8.35 8.35 8.20 -0.02 6.66 7.51 8.22 6.85 5.09 0.24 -11.65 12.70 12.70 -11.65 17.83 0.41 0.19 0.21 10847.50
65 100 10 3.80 0.05 8.04 -0.31 5.35 5.29 8.35 8.35 3.81 -4.39 6.61 5.58 -1.93 -6.24 3.80 -13.08 -11.65 12.70 12.70 -11.65 18.23 0.40 0.14 -0.05 10442.30
66 100 10 3.85 0.05 7.81 -0.23 5.39 5.33 8.35 8.35 3.99 0.18 6.57 -5.58 -11.17 -4.36 2.72 1.88 -11.65 12.70 12.70 -11.65 18.64 0.41 -0.14 -0.28 10147.80
67 100 10 3.90 0.05 7.39 -0.42 5.42 5.36 8.35 8.35 4.00 0.00 6.53 -7.18 -1.59 -8.45 1.63 -4.09 -11.65 12.70 12.70 -11.65 19.01 0.37 -0.18 -0.04 9599.00
68 100 10 3.95 0.05 7.28 -0.11 5.44 5.39 8.35 8.35 3.97 -0.03 6.50 -2.08 5.10 -2.19 0.96 6.26 -11.65 12.70 12.70 -11.65 19.37 0.36 -0.05 0.13 9459.45
69 100 10 4.00 0.05 7.01 -0.28 5.47 5.41 8.35 8.35 4.00 0.02 6.46 0.47 2.55 -5.63 0.04 -3.44 -11.65 12.70 12.70 -11.65 19.71 0.34 0.01 0.06 9101.19
70 100 10 4.05 0.05 7.08 0.07 5.49 5.43 8.35 8.35 4.02 0.02 6.43 -1.98 -2.46 1.41 -0.39 7.04 -11.65 12.70 12.70 -11.65 20.06 0.35 -0.05 -0.06 9192.65
71 100 10 4.10 0.05 6.64 -0.44 5.51 5.45 8.35 8.35 4.11 0.09 6.39 -2.39 -0.41 -8.80 -1.73 -10.21 -11.65 12.70 12.70 -11.65 20.39 0.33 -0.06 -0.01 8620.69
72 100 10 4.16 0.06 6.42 -0.22 5.52 5.46 8.35 8.35 4.20 0.09 6.36 -5.70 -3.30 -3.98 -2.48 4.82 -11.65 12.70 12.70 -11.65 20.75 0.35 -0.14 -0.08 8336.10
73 100 10 4.20 0.04 6.19 -0.23 5.53 5.47 8.35 8.35 4.30 0.10 6.33 -5.05 0.65 -5.09 -3.65 -1.11 -11.65 12.70 12.70 -11.65 21.03 0.28 -0.13 0.02 8038.51
74 100 10 4.25 0.05 5.92 -0.27 5.53 5.48 8.35 8.35 4.76 0.47 6.31 -5.30 -0.26 -5.32 -4.87 -0.23 -11.65 12.70 12.70 -11.65 21.32 0.30 -0.13 -0.01 7692.92
75 100 10 4.30 0.05 5.63 -0.29 5.53 5.48 8.35 8.35 4.83 0.07 6.29 -4.91 0.40 -5.71 -4.81 -0.39 -11.65 12.70 12.70 -11.65 21.61 0.29 -0.12 0.01 7314.72
76 100 10 4.35 0.05 5.48 -0.15 5.53 5.48 8.35 8.35 4.87 0.04 6.27 -5.23 -0.32 -3.16 -4.69 2.55 -11.65 12.70 12.70 -11.65 21.88 0.27 -0.13 -0.01 7113.83
77 100 10 4.40 0.05 5.16 -0.32 5.53 5.48 8.35 8.35 5.10 0.23 6.26 -5.17 0.05 -6.23 -4.47 -3.08 -11.65 12.70 12.70 -11.65 22.14 0.26 -0.13 0.00 6700.89
78 100 10 4.45 0.05 5.23 0.07 5.52 5.47 8.35 8.35 5.21 0.11 6.25 -5.67 -0.50 1.44 -4.11 7.67 -11.65 12.70 12.70 -11.65 22.41 0.27 -0.14 -0.01 6796.04
79 100 10 4.50 0.05 5.38 0.15 5.52 5.47 8.35 8.35 5.38 0.17 6.23 -12.92 -7.25 3.01 -3.24 1.57 -11.65 12.70 12.70 -11.65 22.67 0.26 -0.32 -0.18 6987.43
80 100 10 4.55 0.05 5.39 0.01 5.52 5.47 8.35 8.35 3.33 -2.06 6.20 -9.45 3.47 0.23 -3.36 -2.78 -11.65 12.70 12.70 -11.65 22.93 0.26 -0.24 0.09 7001.77
81 100 10 4.61 0.06 5.26 -0.13 5.52 5.47 8.35 8.35 4.94 1.62 6.18 -39.60 -30.15 -2.36 -2.72 -2.59 -11.65 12.70 12.70 -11.65 23.23 0.29 -0.99 -0.75 6829.82
82 100 10 4.65 0.05 4.93 -0.32 5.51 5.46 8.35 8.35 6.05 1.10 6.18 -39.60 0.00 -7.00 -3.02 -4.64 -11.65 12.70 12.70 -11.65 23.46 0.23 -0.99 0.00 6411.25
83 100 10 4.71 0.05 4.69 -0.24 5.50 5.45 8.35 8.35 6.06 0.02 6.18 -39.60 0.00 -4.50 -2.96 2.50 -11.65 12.70 12.70 -11.65 23.71 0.25 -0.99 0.00 6095.53
84 100 10 4.75 0.05 4.86 0.17 5.49 5.45 8.35 8.35 5.85 -0.22 6.18 -39.60 0.00 3.61 -2.07 8.11 -11.65 12.70 12.70 -11.65 23.93 0.22 -0.99 0.00 6311.55
85 100 10 4.80 0.05 4.68 -0.18 5.48 5.44 8.35 8.35 7.00 1.15 6.19 -30.82 8.78 -3.70 -1.87 -7.32 -11.65 12.70 12.70 -11.65 24.16 0.23 -0.77 0.22 6075.85
86 100 10 4.85 0.05 5.24 0.56 5.48 5.44 8.35 8.35 5.19 -1.81 6.17 -29.26 1.56 11.45 -0.41 15.15 -11.65 12.70 12.70 -11.37 24.42 0.26 -0.73 0.04 6804.79
87 100 10 4.90 0.05 4.86 -0.38 5.47 5.43 8.35 8.35 4.68 -0.51 6.16 -15.68 13.58 -7.65 -0.55 -19.10 -11.65 12.70 12.70 -11.37 24.66 0.24 -0.39 0.34 6307.95
88 100 10 4.96 0.05 5.27 0.41 5.47 5.43 8.35 8.35 4.58 -0.10 6.14 -13.72 1.96 7.48 0.06 15.13 -11.65 12.70 12.70 -11.37 24.95 0.29 -0.34 0.05 6842.61
89 100 10 5.00 0.05 4.75 -0.52 5.46 5.42 8.35 8.35 4.65 0.07 6.12 -10.07 3.65 -10.98 -1.34 -18.46 -11.65 12.70 12.70 -11.37 25.17 0.22 -0.25 0.09 6172.38
90 100 10 5.05 0.05 4.87 0.12 5.46 5.41 8.35 8.35 4.77 0.12 6.11 -2.12 7.95 2.44 -1.12 13.42 -11.65 12.70 12.70 -11.37 25.41 0.24 -0.05 0.20 6327.92
91 100 10 5.10 0.05 4.99 0.12 5.45 5.41 8.35 8.35 5.09 0.32 6.10 -5.92 -3.81 2.32 -0.65 -0.13 -11.65 12.70 12.70 -11.37 25.67 0.25 -0.15 -0.10 6481.35
92 100 10 5.15 0.05 5.02 0.03 5.45 5.40 8.35 8.35 7.27 2.18 6.11 -19.87 -13.95 0.67 0.11 -1.65 -11.65 12.70 12.70 -10.98 25.91 0.24 -0.50 -0.35 6523.04
93 100 10 5.20 0.05 5.29 0.26 5.44 5.40 8.35 8.35 3.17 -4.10 6.08 -7.96 11.91 5.40 1.10 4.73 -11.65 12.70 12.70 -10.98 26.17 0.26 -0.20 0.30 6866.57
94 100 10 5.25 0.05 5.24 -0.05 5.44 5.40 8.35 8.35 10.76 7.59 6.13 -14.82 -6.86 -0.90 0.65 -6.30 -11.65 12.70 12.70 -10.98 26.44 0.27 -0.37 -0.17 6805.43
95 100 10 5.30 0.05 5.42 0.18 5.44 5.40 8.35 8.35 8.33 -2.43 6.15 -39.60 -24.78 3.71 1.39 4.62 -11.65 12.70 12.70 -10.98 26.70 0.27 -0.99 -0.62 7041.64
96 100 10 5.35 0.05 5.03 -0.39 5.44 5.40 8.35 8.35 6.76 -1.58 6.16 -39.60 0.00 -7.28 -0.48 -10.99 -11.65 12.70 12.70 -10.98 26.97 0.27 -0.99 0.00 6540.33
97 100 10 5.40 0.05 6.44 1.40 5.45 5.41 8.35 8.35 8.10 1.34 6.18 -39.60 0.00 29.83 3.27 37.11 -11.65 29.83 29.83 -10.98 27.27 0.30 -0.99 0.00 8361.60
98 100 10 5.45 0.05 5.68 -0.76 5.45 5.41 8.35 8.35 4.86 -3.24 6.16 -26.81 12.79 -15.18 1.00 -45.00 -15.18 29.83 29.83 -15.18 27.56 0.28 -0.67 0.32 7375.63
99 100 10 5.50 0.05 5.16 -0.52 5.45 5.41 8.35 8.35 11.69 6.83 6.22 -36.16 -9.35 -10.37 1.06 4.81 -15.18 29.83 29.83 -15.18 27.82 0.26 -0.90 -0.23 6701.82
100 100 10 5.56 0.06 6.24 1.08 5.46 5.46 8.35 8.35 6.76 -4.93 6.22 -31.43 4.72 18.32 2.65 28.69 -15.18 29.83 29.83 -15.18 28.18 0.37 -0.79 0.12 8105.88
101 100 10 5.60 0.04 6.64 0.40 5.47 5.50 8.35 8.35 23.72 16.95 6.40 -27.62 3.81 9.32 3.35 -9.00 -15.18 29.83 29.83 -15.18 28.47 0.29 -0.69 0.10 8626.61
102 100 10 5.65 0.05 7.00 0.36 5.48 5.55 8.35 8.35 8.11 -15.60 6.41 -19.65 7.97 7.01 3.98 -2.31 -15.18 29.83 29.83 -15.18 28.83 0.36 -0.49 0.20 9090.94
103 100 10 5.70 0.05 7.04 0.04 5.50 5.60 8.35 8.35 19.11 11.00 6.54 -14.98 4.67 0.88 3.53 -6.13 -15.18 29.83 29.83 -15.18 29.16 0.33 -0.37 0.12 9144.64
104 100 10 5.75 0.05 6.84 -0.20 5.51 5.65 8.35 8.35 8.14 -10.97 6.55 -9.40 5.58 -4.03 3.22 -4.91 -15.18 29.83 29.83 -15.18 29.50 0.34 -0.23 0.14 8882.85
105 100 10 5.80 0.05 7.05 0.21 5.52 5.69 8.35 8.35 8.15 0.01 6.57 4.13 13.53 4.23 3.27 8.26 -15.18 29.83 29.83 -15.18 29.85 0.35 0.10 0.34 9157.94
106 100 10 5.85 0.05 7.44 0.39 5.54 5.73 8.35 8.35 8.19 0.04 6.58 10.49 6.36 7.77 4.78 3.54 -15.18 29.83 29.83 -15.18 30.22 0.37 0.26 0.16 9662.89
107 100 10 5.90 0.05 7.62 0.18 5.56 5.78 8.35 8.35 8.18 -0.01 6.60 7.37 -3.13 3.56 2.15 -4.22 -15.18 29.83 29.83 -15.18 30.60 0.38 0.18 -0.08 9893.96
108 100 10 5.95 0.05 7.88 0.27 5.58 5.82 8.35 8.35 8.18 0.00 6.61 -0.53 -7.90 5.25 4.19 1.70 -15.18 29.83 29.83 -15.18 31.01 0.40 -0.01 -0.20 10242.08
109 100 10 6.00 0.05 8.29 0.41 5.61 5.87 8.35 8.35 8.20 0.02 6.63 -4.51 -3.98 7.98 6.03 2.72 -15.18 29.83 29.83 -15.18 31.43 0.42 -0.11 -0.10 10770.64
110 100 10 6.05 0.05 8.24 -0.05 5.63 5.91 8.35 8.35 8.20 -0.01 6.64 1.19 5.70 -1.03 4.09 -9.01 -15.18 29.83 29.83 -15.18 31.83 0.40 0.03 0.14 10704.79
111 100 10 6.10 0.05 8.04 -0.20 5.65 5.95 8.35 8.35 3.46 -4.74 6.61 3.29 2.10 -4.14 2.75 -3.10 -15.18 29.83 29.83 -15.18 32.23 0.39 0.08 0.05 10441.30
112 100 10 6.15 0.05 7.76 -0.27 5.67 5.99 8.35 8.35 3.39 -0.07 6.58 -1.00 -4.29 -5.48 1.50 -1.34 -15.18 29.83 29.83 -15.18 32.61 0.39 -0.03 -0.11 10085.21
113 100 10 6.20 0.05 7.59 -0.17 5.69 6.02 8.35 8.35 3.42 0.03 6.56 -1.99 -0.98 -3.49 1.06 2.00 -15.18 29.83 29.83 -15.18 32.99 0.38 -0.05 -0.02 9858.79
114 100 10 6.25 0.05 7.38 -0.21 5.70 6.04 8.35 8.35 3.43 0.02 6.53 1.98 3.97 -4.00 1.07 -0.52 -15.18 29.83 29.83 -15.18 33.39 0.39 0.05 0.10 9583.29
115 100 10 6.30 0.05 7.11 -0.27 5.72 6.06 8.35 8.35 3.38 -0.06 6.50 -0.05 -2.03 -5.75 0.07 -1.75 -15.18 29.83 29.83 -15.18 33.72 0.33 -0.00 -0.05 9232.17
116 100 10 6.35 0.05 6.91 -0.20 5.73 6.08 8.35 8.35 3.43 0.05 6.47 0.15 0.21 -4.10 -1.12 1.65 -15.18 29.83 29.83 -15.18 34.06 0.34 0.00 0.01 8971.45
117 100 10 6.40 0.05 6.56 -0.35 5.73 6.09 8.35 8.35 3.41 -0.02 6.45 0.53 0.38 -6.64 -2.14 -2.54 -15.18 29.83 29.83 -15.18 34.40 0.34 0.01 0.01 8522.94
118 100 10 6.45 0.05 6.39 -0.17 5.74 6.10 8.35 8.35 3.42 0.01 6.42 -0.63 -1.16 -3.43 -3.01 3.21 -15.18 29.83 29.83 -15.18 34.72 0.32 -0.02 -0.03 8300.02
119 100 10 6.50 0.05 6.18 -0.21 5.74 6.10 8.35 8.35 3.39 -0.02 6.40 -3.10 -2.47 -4.30 -4.24 -0.86 -15.18 29.83 29.83 -15.18 35.02 0.30 -0.08 -0.06 8026.58
