x averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
19 100 10 1.40 0.05 5.31 0.21 3.15 3.06 5.31 5.31 7.41 0.03 7.35 -1.90 0.04 4.23 4.73 -0.72 -7.82 10.84 10.84 -7.82 3.60 0.27 -0.05 0.00 6896.76
20 100 10 1.45 0.05 5.44 0.13 3.27 3.17 5.44 5.44 7.35 -0.06 7.35 -2.20 -0.30 2.65 4.65 -1.57 -7.82 10.84 10.84 -7.82 3.87 0.27 -0.05 -0.01 7069.22
21 100 10 1.50 0.05 5.81 0.37 3.39 3.29 5.81 5.81 7.33 -0.02 7.35 -1.19 1.01 7.64 5.01 4.98 -7.82 10.84 10.84 -7.82 4.15 0.28 -0.03 0.03 7545.53
22 100 10 1.55 0.05 5.93 0.12 3.50 3.41 5.93 5.93 7.33 -0.00 7.35 -1.21 -0.02 2.43 4.87 -5.21 -7.82 10.84 10.84 -7.82 4.45 0.30 -0.03 -0.00 7706.42
23 100 10 1.60 0.05 6.20 0.27 3.62 3.53 6.20 6.20 6.95 -0.37 7.33 -1.37 -0.17 5.52 5.19 3.09 -7.82 10.84 10.84 -7.82 4.76 0.30 -0.03 -0.00 8057.53
24 100 10 1.65 0.05 6.33 0.13 3.73 3.64 6.33 6.33 6.76 -0.19 7.31 -1.37 -0.00 2.46 4.51 -3.05 -7.82 10.84 10.84 -7.82 5.08 0.32 -0.03 -0.00 8220.58
25 100 10 1.70 0.05 6.11 -0.21 3.83 3.73 6.33 6.33 6.57 -0.19 7.28 -1.53 -0.15 -4.20 3.45 -6.66 -7.82 10.84 10.84 -7.82 5.39 0.31 -0.04 -0.00 7942.03
26 100 10 1.75 0.05 5.82 -0.29 3.91 3.81 6.33 6.33 6.29 -0.28 7.24 -1.81 -0.28 -6.00 2.48 -1.79 -7.82 10.84 10.84 -7.82 5.68 0.29 -0.05 -0.01 7560.21
27 100 10 1.80 0.05 5.68 -0.14 3.97 3.88 6.33 6.33 6.13 -0.16 7.20 -2.31 -0.50 -2.99 1.67 3.01 -7.82 10.84 10.84 -7.82 5.95 0.27 -0.06 -0.01 7373.62
28 100 10 1.85 0.05 5.41 -0.26 4.02 3.93 6.33 6.33 6.07 -0.06 7.16 -3.39 -1.08 -4.88 0.68 -1.89 -7.82 10.84 10.84 -7.82 6.24 0.29 -0.08 -0.03 7031.06
29 100 10 1.90 0.05 5.25 -0.16 4.06 3.97 6.33 6.33 5.91 -0.16 7.12 -3.50 -0.11 -3.46 -0.08 1.42 -7.82 10.84 10.84 -7.82 6.49 0.25 -0.09 -0.00 6819.80
30 100 10 1.95 0.05 5.21 -0.04 4.10 4.01 6.33 6.33 5.76 -0.15 7.07 -3.91 -0.41 -0.73 -0.42 2.73 -7.82 10.84 10.84 -7.82 6.75 0.27 -0.10 -0.01 6771.66
31 100 10 2.00 0.05 4.84 -0.38 4.13 4.04 6.33 6.33 5.16 -0.60 7.01 -4.20 -0.29 -7.50 -1.94 -6.78 -7.82 10.84 10.84 -7.82 7.00 0.24 -0.10 -0.01 6284.26
32 100 10 2.05 0.05 4.81 -0.02 4.15 4.06 6.33 6.33 5.01 -0.16 6.95 -4.89 -0.70 -0.49 -2.23 7.02 -7.82 10.84 10.84 -7.82 7.23 0.24 -0.12 -0.02 6253.22
33 100 10 2.10 0.05 4.51 -0.31 4.16 4.08 6.33 6.33 5.03 0.03 6.89 -5.50 -0.60 -6.13 -3.39 -5.65 -7.82 10.84 10.84 -7.82 7.46 0.23 -0.14 -0.02 5854.78
34 100 10 2.15 0.05 4.44 -0.07 4.17 4.09 6.33 6.33 5.19 0.16 6.84 -5.66 -0.16 -1.28 -3.77 4.85 -7.82 10.84 10.84 -7.82 7.68 0.23 -0.14 -0.00 5769.89
35 100 10 2.20 0.05 4.62 0.18 4.18 4.10 6.33 6.33 5.40 0.21 6.80 -6.48 -0.82 3.64 -2.98 4.92 -7.82 10.84 10.84 -7.82 7.91 0.23 -0.16 -0.02 6001.56
36 100 10 2.26 0.06 4.78 0.17 4.20 4.12 6.33 6.33 5.43 0.04 6.76 -6.25 0.22 2.95 -2.09 -0.69 -7.82 10.84 10.84 -7.82 8.18 0.27 -0.16 0.01 6216.08
37 100 10 2.30 0.04 4.68 -0.10 4.21 4.13 6.33 6.33 4.75 -0.68 6.70 -4.89 1.36 -2.28 -2.02 -5.23 -7.82 10.84 10.84 -7.82 8.38 0.21 -0.12 0.03 6085.68
38 100 10 2.35 0.05 4.48 -0.20 4.22 4.14 6.33 6.33 4.37 -0.38 6.64 -4.41 0.48 -3.80 -1.91 -1.52 -7.82 10.84 10.84 -7.82 8.62 0.24 -0.11 0.01 5824.11
39 100 10 2.40 0.05 4.14 -0.35 4.22 4.14 6.33 6.33 4.18 -0.19 6.58 -4.51 -0.10 -7.34 -2.30 -3.54 -7.82 10.84 10.84 -7.82 8.82 0.19 -0.11 -0.00 5375.85
40 100 10 2.46 0.06 3.89 -0.24 4.21 4.14 6.33 6.33 4.29 0.11 6.52 -5.66 -1.15 -4.43 -2.67 2.91 -7.82 10.84 10.84 -7.82 9.03 0.21 -0.14 -0.03 5059.32
41 100 10 2.50 0.05 3.92 0.02 4.20 4.13 6.33 6.33 4.47 0.18 6.47 -6.41 -0.75 0.50 -1.87 4.93 -7.82 10.84 10.84 -7.82 9.21 0.18 -0.16 -0.02 5089.98
42 100 10 2.55 0.05 4.03 0.12 4.20 4.13 6.33 6.33 4.75 0.28 6.43 -7.28 -0.87 2.35 -1.58 1.85 -7.82 10.84 10.84 -7.82 9.41 0.20 -0.18 -0.02 5239.52
43 100 10 2.60 0.05 4.28 0.24 4.20 4.13 6.33 6.33 5.13 0.38 6.40 -7.65 -0.38 4.95 -0.47 2.60 -7.82 10.84 10.84 -7.82 9.62 0.21 -0.19 -0.01 5554.46
44 100 10 2.65 0.05 4.45 0.17 4.20 4.14 6.33 6.33 5.42 0.29 6.38 -7.10 0.56 3.35 -0.01 -1.59 -7.82 10.84 10.84 -7.82 9.85 0.23 -0.18 0.01 5776.71
45 100 10 2.70 0.05 4.64 0.19 4.21 4.15 6.33 6.33 5.26 -0.16 6.35 -6.21 0.88 3.92 0.02 0.57 -7.82 10.84 10.84 -7.82 10.08 0.23 -0.16 0.02 6026.26
46 100 10 2.75 0.05 4.60 -0.04 4.22 4.16 6.33 6.33 4.90 -0.36 6.32 -4.96 1.26 -0.85 -0.36 -4.77 -7.82 10.84 10.84 -7.82 10.31 0.23 -0.12 0.03 5970.93
47 100 10 2.80 0.05 4.29 -0.30 4.22 4.16 6.33 6.33 4.38 -0.53 6.28 -4.47 0.48 -5.92 -0.73 -5.06 -7.82 10.84 10.84 -7.82 10.52 0.22 -0.11 0.01 5579.00
48 100 10 2.85 0.05 4.16 -0.13 4.22 4.16 6.33 6.33 4.34 -0.04 6.24 -5.18 -0.71 -2.64 -0.61 3.27 -7.82 10.84 10.84 -7.82 10.74 0.21 -0.13 -0.02 5403.92
49 100 10 2.90 0.05 4.06 -0.10 4.22 4.16 6.33 6.33 5.27 0.93 6.22 -7.19 -2.01 -2.09 -0.09 0.55 -7.82 10.84 10.84 -7.82 10.93 0.19 -0.18 -0.05 5273.55
50 100 10 2.95 0.05 4.40 0.34 4.22 4.17 6.33 6.33 6.28 1.01 6.22 -8.16 -0.97 6.42 1.00 8.51 -7.82 10.84 10.84 -7.82 11.16 0.23 -0.20 -0.02 5715.89
51 100 10 3.00 0.05 4.60 0.20 4.23 4.17 6.33 6.33 6.74 0.46 6.23 -7.38 0.78 4.19 1.37 -2.24 -7.82 10.84 10.84 -7.50 11.38 0.22 -0.18 0.02 5971.57
52 100 10 3.05 0.05 4.64 0.04 4.24 4.18 6.33 6.33 5.02 -1.72 6.21 -6.88 0.50 0.80 1.21 -3.39 -7.82 10.84 10.84 -7.50 11.61 0.23 -0.17 0.01 6022.39
53 100 10 3.10 0.05 4.39 -0.24 4.24 4.19 6.33 6.33 4.31 -0.71 6.17 -5.47 1.40 -4.64 0.25 -5.43 -7.82 10.84 10.84 -7.50 11.84 0.23 -0.14 0.04 5709.22
54 100 10 3.15 0.05 4.10 -0.29 4.24 4.18 6.33 6.33 4.19 -0.12 6.14 -5.58 -0.11 -5.63 -0.64 -0.99 -7.82 10.84 10.84 -7.50 12.05 0.21 -0.14 -0.00 5329.19
55 100 10 3.20 0.05 4.01 -0.10 4.23 4.18 6.33 6.33 4.41 0.22 6.11 -7.51 -1.93 -1.98 -1.23 3.64 -7.82 10.84 10.84 -7.50 12.24 0.19 -0.19 -0.05 5205.69
56 100 10 3.25 0.05 4.03 0.02 4.23 4.18 6.33 6.33 4.71 0.31 6.08 -8.15 -0.64 0.40 -1.11 2.38 -7.82 10.84 10.84 -7.50 12.44 0.20 -0.20 -0.02 5231.11
57 100 10 3.30 0.05 4.08 0.05 4.23 4.18 6.33 6.33 5.14 0.43 6.06 -7.68 0.46 1.03 -0.41 0.63 -7.82 10.84 10.84 -7.50 12.65 0.21 -0.19 0.01 5299.04
58 100 10 3.35 0.05 4.32 0.24 4.23 4.18 6.33 6.33 5.47 0.33 6.05 -6.49 1.20 4.80 0.33 3.77 -7.82 10.84 10.84 -7.50 12.86 0.22 -0.16 0.03 5610.65
59 100 10 3.40 0.05 4.52 0.21 4.23 4.19 6.33 6.33 7.91 2.43 6.09 -4.69 1.79 4.10 0.95 -0.69 -7.82 10.84 10.84 -7.50 13.09 0.23 -0.12 0.04 5877.22
60 100 10 3.45 0.05 4.83 0.31 4.24 4.20 6.33 6.33 9.61 1.70 6.14 -4.39 0.30 5.81 0.89 1.71 -7.82 10.84 10.84 -7.50 13.35 0.26 -0.11 0.01 6277.40
61 100 10 3.50 0.05 5.16 0.33 4.26 4.21 6.33 6.33 11.23 1.62 6.23 -3.23 1.16 7.24 1.19 1.43 -7.82 10.84 10.84 -7.50 13.58 0.24 -0.08 0.03 6710.23
62 100 10 3.55 0.05 5.30 0.14 4.28 4.23 6.33 6.33 8.04 -3.18 6.26 -2.89 0.34 2.76 1.39 -4.48 -7.82 10.84 10.84 -7.50 13.85 0.27 -0.07 0.01 6889.44
63 100 10 3.60 0.05 5.66 0.36 4.30 4.25 6.33 6.33 8.03 -0.01 6.28 -1.92 0.97 6.84 2.54 4.08 -7.82 10.84 10.84 -7.50 14.14 0.29 -0.05 0.02 7351.77
64 100 10 3.65 0.05 5.61 -0.05 4.32 4.27 6.33 6.33 8.04 0.01 6.31 -1.91 0.01 -0.98 3.00 -7.82 -7.82 10.84 10.84 -7.50 14.41 0.27 -0.05 0.00 7290.89
65 100 10 3.70 0.05 5.95 0.34 4.34 4.30 6.33 6.33 8.03 -0.01 6.34 -2.11 -0.19 6.38 3.84 7.35 -7.82 10.84 10.84 -7.50 14.73 0.32 -0.05 -0.00 7729.93
66 100 10 3.75 0.05 6.43 0.48 4.37 4.33 6.43 6.43 8.11 0.08 6.37 -1.46 0.64 10.51 4.85 4.13 -7.82 10.84 10.84 -7.50 15.02 0.30 -0.04 0.02 8357.80
67 100 10 3.80 0.05 6.58 0.14 4.41 4.36 6.58 6.58 8.09 -0.02 6.39 0.64 2.10 2.74 5.02 -7.77 -7.82 10.84 10.84 -7.50 15.36 0.34 0.02 0.05 8542.81
68 100 10 3.85 0.05 6.67 0.10 4.44 4.40 6.67 6.67 8.10 0.00 6.42 1.94 1.30 1.87 4.73 -0.87 -7.82 10.84 10.84 -7.50 15.70 0.34 0.05 0.03 8666.88
69 100 10 3.90 0.05 6.97 0.30 4.48 4.43 6.97 6.97 8.12 0.02 6.44 1.30 -0.64 6.23 4.94 4.35 -7.82 10.84 10.84 -7.50 16.04 0.33 0.03 -0.02 9055.17
70 100 10 3.95 0.05 7.13 0.16 4.52 4.47 7.13 7.13 8.12 0.01 6.46 -0.06 -1.36 3.06 4.66 -3.16 -7.82 10.84 10.84 -7.50 16.40 0.36 -0.00 -0.03 9258.12
71 100 10 4.00 0.05 7.48 0.36 4.56 4.51 7.48 7.48 8.08 -0.04 6.49 -1.35 -1.29 7.28 4.67 4.21 -7.82 10.84 10.84 -7.50 16.77 0.37 -0.03 -0.03 9721.36
72 100 10 4.05 0.05 7.71 0.23 4.60 4.56 7.71 7.71 8.04 -0.04 6.51 -1.50 -0.15 4.50 4.84 -2.78 -7.82 10.84 10.84 -7.50 17.16 0.39 -0.04 -0.00 10019.50
73 100 10 4.10 0.05 7.90 0.19 4.65 4.60 7.90 7.90 8.05 0.00 6.53 -0.20 1.31 3.80 4.54 -0.70 -7.82 10.84 10.84 -7.50 17.55 0.39 -0.00 0.03 10261.55
74 100 10 4.15 0.05 7.60 -0.30 4.69 4.64 7.90 7.90 8.07 0.02 6.55 2.01 2.20 -5.94 4.04 -9.74 -7.82 10.84 10.84 -7.50 17.93 0.38 0.05 0.06 9875.98
75 100 10 4.20 0.05 7.59 -0.01 4.72 4.68 7.90 7.90 7.74 -0.33 6.57 0.78 -1.23 -0.25 3.38 5.68 -7.82 10.84 10.84 -7.50 18.31 0.38 0.02 -0.03 9859.68
76 100 10 4.25 0.05 7.26 -0.33 4.76 4.71 7.90 7.90 7.15 -0.59 6.57 -0.05 -0.82 -6.59 1.67 -6.34 -7.82 10.84 10.84 -7.50 18.67 0.36 -0.00 -0.02 9431.73
77 100 10 4.30 0.05 6.93 -0.33 4.79 4.74 7.90 7.90 6.68 -0.47 6.58 -0.37 -0.33 -6.34 0.76 0.25 -7.82 10.84 10.84 -7.50 19.03 0.36 -0.01 -0.01 9003.69
78 100 10 4.35 0.05 6.76 -0.17 4.81 4.77 7.90 7.90 6.21 -0.47 6.57 -0.59 -0.22 -3.57 0.22 2.77 -7.82 10.84 10.84 -7.50 19.36 0.32 -0.01 -0.01 8781.16
79 100 10 4.40 0.05 6.55 -0.21 4.83 4.79 7.90 7.90 5.78 -0.44 6.56 -0.99 -0.40 -4.05 -0.81 -0.49 -7.82 10.84 10.84 -7.50 19.69 0.33 -0.02 -0.01 8512.56
80 100 10 4.45 0.05 6.32 -0.23 4.85 4.81 7.90 7.90 5.43 -0.35 6.55 -1.24 -0.25 -4.57 -1.57 -0.52 -7.82 10.84 10.84 -7.50 20.01 0.32 -0.03 -0.01 8215.76
81 100 10 4.50 0.05 6.01 -0.32 4.87 4.82 7.90 7.90 5.24 -0.19 6.53 -1.53 -0.30 -6.19 -2.92 -1.62 -7.82 10.84 10.84 -7.34 20.31 0.31 -0.04 -0.01 7805.68
82 100 10 4.55 0.05 5.76 -0.25 4.88 4.83 7.90 7.90 5.01 -0.22 6.51 -1.89 -0.36 -5.20 -3.89 0.99 -7.82 10.84 10.84 -7.34 20.59 0.28 -0.05 -0.01 7481.58
83 100 10 4.60 0.05 5.56 -0.19 4.89 4.84 7.90 7.90 4.79 -0.23 6.49 -2.90 -1.01 -3.74 -4.64 1.45 -7.82 10.84 10.84 -7.34 20.88 0.29 -0.07 -0.03 7228.71
84 100 10 4.65 0.05 5.34 -0.23 4.89 4.85 7.90 7.90 4.77 -0.02 6.47 -3.75 -0.85 -4.77 -4.53 -1.02 -7.82 10.84 10.84 -7.34 21.14 0.26 -0.09 -0.02 6931.39
85 100 10 4.70 0.05 5.11 -0.22 4.89 4.85 7.90 7.90 4.82 0.06 6.45 -4.07 -0.32 -4.43 -4.94 0.34 -7.82 10.84 10.84 -7.34 21.39 0.26 -0.10 -0.01 6643.69
86 100 10 4.75 0.05 4.82 -0.30 4.89 4.85 7.90 7.90 4.98 0.16 6.43 -4.47 -0.39 -5.74 -4.86 -1.31 -7.82 10.84 10.84 -7.34 21.64 0.25 -0.11 -0.01 6255.99
87 100 10 4.80 0.05 4.54 -0.27 4.89 4.85 7.90 7.90 5.14 0.16 6.42 -4.21 0.26 -5.37 -4.76 0.37 -7.82 10.84 10.84 -7.34 21.87 0.23 -0.11 0.01 5900.07
88 100 10 4.85 0.05 4.57 0.03 4.89 4.85 7.90 7.90 5.21 0.07 6.41 -5.85 -1.64 0.59 -4.35 5.97 -7.82 10.84 10.84 -7.34 22.10 0.22 -0.15 -0.04 5937.90
89 100 10 4.90 0.05 4.57 0.00 4.88 4.84 7.90 7.90 5.26 0.05 6.39 -5.96 -0.11 0.03 -3.94 -0.56 -7.82 10.84 10.84 -6.59 22.32 0.22 -0.15 -0.00 5939.75
90 100 10 4.95 0.05 4.55 -0.02 4.88 4.84 7.90 7.90 3.46 -1.81 6.36 -10.25 -4.29 -0.33 -3.51 -0.36 -7.82 10.84 10.84 -6.59 22.56 0.25 -0.26 -0.11 5916.36
91 100 10 5.00 0.05 4.25 -0.30 4.87 4.83 7.90 7.90 3.55 0.10 6.33 -13.67 -3.41 -6.38 -3.53 -6.05 -7.82 10.84 10.84 -6.59 22.76 0.20 -0.34 -0.09 5526.68
92 100 10 5.05 0.05 3.99 -0.26 4.86 4.82 7.90 7.90 5.10 1.55 6.32 -16.74 -3.07 -5.36 -3.55 1.02 -7.82 10.84 10.84 -6.59 22.96 0.20 -0.42 -0.08 5185.62
93 100 10 5.10 0.05 4.08 0.09 4.85 4.82 7.90 7.90 5.92 0.82 6.31 -17.66 -0.93 1.83 -2.99 7.18 -7.82 10.84 10.84 -6.59 23.17 0.21 -0.44 -0.02 5306.68
94 100 10 5.15 0.05 4.17 0.09 4.85 4.81 7.90 7.90 5.63 -0.29 6.30 -17.84 -0.17 1.79 -2.34 -0.04 -7.82 10.84 10.84 -6.59 23.37 0.20 -0.45 -0.00 5420.32
95 100 10 5.20 0.05 4.14 -0.03 4.84 4.80 7.90 7.90 5.48 -0.16 6.30 -16.59 1.24 -0.61 -1.96 -2.39 -7.82 10.84 10.84 -6.59 23.58 0.21 -0.41 0.03 5380.77
96 100 10 5.25 0.05 4.59 0.45 4.84 4.80 7.90 7.90 5.43 -0.04 6.29 -13.44 3.15 8.96 -0.49 9.57 -7.82 10.84 10.84 -6.59 23.81 0.23 -0.34 0.08 5963.10
97 100 10 5.30 0.05 4.71 0.12 4.83 4.80 7.90 7.90 5.47 0.04 6.28 -9.05 4.39 2.43 0.29 -6.54 -7.82 10.84 10.84 -6.59 24.04 0.24 -0.23 0.11 6120.71
98 100 10 5.35 0.05 4.81 0.10 4.83 4.80 7.90 7.90 4.97 -0.50 6.27 -5.15 3.90 2.02 0.44 -0.41 -7.82 10.84 10.84 -6.59 24.29 0.25 -0.13 0.10 6254.54
99 100 10 5.40 0.05 4.59 -0.23 4.83 4.80 7.90 7.90 4.69 -0.27 6.25 -2.20 2.96 -4.63 -0.03 -6.65 -7.82 10.84 10.84 -6.59 24.51 0.22 -0.05 0.07 5959.77
100 100 10 5.45 0.05 4.28 -0.31 4.83 4.83 7.90 7.90 4.53 -0.16 6.23 -1.37 0.82 -5.92 -0.59 -1.29 -7.82 10.84 10.84 -6.59 24.74 0.22 -0.03 0.02 5559.59
101 100 10 5.50 0.05 4.23 -0.04 4.82 4.86 7.90 7.90 4.51 -0.02 6.22 -2.01 -0.64 -0.93 -0.04 4.99 -7.82 10.84 10.84 -6.59 24.94 0.20 -0.05 -0.02 5501.59
102 100 10 5.57 0.07 4.03 -0.21 4.81 4.89 7.90 7.90 4.70 0.19 6.20 -4.35 -2.33 -3.01 0.19 -2.08 -7.82 10.84 10.84 -6.59 25.21 0.27 -0.11 -0.06 5235.22
103 100 10 5.60 0.04 4.10 0.07 4.81 4.91 7.90 7.90 4.79 0.09 6.19 -4.72 -0.37 1.92 0.20 4.94 -7.82 10.84 10.84 -6.59 25.36 0.15 -0.12 -0.01 5325.18
104 100 10 5.65 0.05 4.25 0.16 4.80 4.94 7.90 7.90 5.30 0.51 6.18 -5.50 -0.78 3.37 0.36 1.45 -7.82 10.84 10.84 -6.59 25.56 0.20 -0.14 -0.02 5526.86
105 100 10 5.70 0.05 4.64 0.38 4.80 4.97 7.90 7.90 8.81 3.52 6.20 -8.71 -3.22 7.66 1.19 4.28 -7.82 10.84 10.84 -6.59 25.79 0.23 -0.22 -0.08 6024.30
106 100 10 5.75 0.05 4.49 -0.15 4.80 4.99 7.90 7.90 6.18 -2.63 6.20 -8.94 -0.23 -2.91 -0.00 -10.56 -7.82 10.84 10.51 -6.59 26.01 0.22 -0.22 -0.01 5835.50
107 100 10 5.80 0.05 4.49 -0.00 4.79 5.01 7.90 7.90 3.14 -3.04 6.17 -10.07 -1.13 -0.02 -0.25 2.88 -7.82 10.84 10.51 -6.59 26.24 0.23 -0.25 -0.03 5834.02
108 100 10 5.85 0.05 4.24 -0.25 4.79 5.02 7.90 7.90 11.45 8.31 6.22 -14.74 -4.66 -4.93 -0.94 -4.91 -7.82 10.84 10.51 -6.59 26.46 0.22 -0.37 -0.12 5507.10
109 100 10 5.90 0.05 4.23 -0.01 4.78 5.04 7.90 7.90 8.05 -3.40 6.24 -14.27 0.46 -0.13 -0.49 4.80 -7.82 10.84 10.51 -6.59 26.67 0.22 -0.36 0.01 5498.32
110 100 10 5.95 0.05 3.89 -0.34 4.77 5.04 7.90 7.90 7.88 -0.17 6.25 -14.01 0.27 -6.93 -0.59 -6.80 -7.82 10.84 10.51 -6.93 26.86 0.19 -0.35 0.01 5057.17
111 100 10 6.00 0.05 3.88 -0.02 4.77 5.05 7.90 7.90 7.73 -0.15 6.27 -13.99 0.02 -0.31 -0.53 6.62 -7.82 10.84 10.51 -6.93 27.05 0.19 -0.35 0.00 5037.67
112 100 10 6.06 0.06 4.21 0.33 4.76 5.05 7.90 7.90 7.61 -0.13 6.28 -11.65 2.34 5.59 0.33 5.89 -7.82 10.84 10.51 -6.93 27.30 0.25 -0.29 0.06 5465.80
113 100 10 6.10 0.04 4.55 0.34 4.76 5.06 7.90 7.90 7.59 -0.02 6.29 -9.62 2.03 8.32 0.97 2.73 -7.82 10.84 10.51 -6.93 27.49 0.19 -0.24 0.05 5908.94
114 100 10 6.15 0.05 4.42 -0.13 4.76 5.07 7.90 7.90 7.48 -0.11 6.30 -5.10 4.52 -2.61 0.37 -10.93 -7.82 10.84 10.51 -6.93 27.71 0.22 -0.13 0.11 5742.77
115 100 10 6.22 0.07 4.84 0.42 4.76 5.07 7.90 7.90 7.56 0.08 6.31 -3.99 1.11 6.35 0.24 8.96 -7.82 10.84 10.51 -6.93 28.03 0.32 -0.10 0.03 6287.40
116 100 10 6.25 0.04 5.25 0.41 4.76 5.08 7.90 7.90 7.52 -0.03 6.32 -2.32 1.67 11.15 1.65 4.80 -7.82 11.15 11.15 -6.93 28.22 0.19 -0.06 0.04 6823.59
117 100 10 6.30 0.05 5.44 0.19 4.77 5.08 7.90 7.90 7.53 0.01 6.33 -0.35 1.97 3.92 2.04 -7.23 -7.82 11.15 11.15 -6.93 28.48 0.26 -0.01 0.05 7068.03
118 100 10 6.35 0.05 5.53 0.09 4.77 5.09 7.90 7.90 7.84 0.31 6.35 0.76 1.11 1.87 2.72 -2.05 -7.82 11.15 11.15 -6.93 28.75 0.27 0.02 0.03 7187.02
119 100 10 6.40 0.05 5.82 0.29 4.78 5.09 7.90 7.90 7.92 0.08 6.36 -0.13 -0.89 5.84 3.32 3.98 -7.82 11.15 11.15 -6.93 29.04 0.29 -0.00 -0.02 7566.70
